-2.787293241309141689e-01,-1.059573968288888723e+00,2.106525996618441532e+00
-2.812892460165578035e-01,-1.066005677407576790e+00,2.119635340688546865e+00
-2.811258755350418692e-01,-1.060823536131771272e+00,2.113899065785064479e+00
-2.840161688865859291e-01,-1.069543933987638251e+00,2.132431740235352535e+00
-2.860012439792449790e-01,-1.065180702983831162e+00,2.127120871599381680e+00
-2.850449869261870717e-01,-1.054811415093778848e+00,2.114861301715847741e+00
-2.909308597896773652e-01,-1.063484835748062629e+00,2.134921386082856642e+00
-2.830707850881116761e-01,-1.036765152708251758e+00,2.085816288820351083e+00
-2.929468353657412871e-01,-1.057887879672932518e+00,2.126360956562510562e+00
-2.842530165325399261e-01,-1.026860177463501111e+00,2.071420155336712199e+00
-2.934527449050317038e-01,-1.055013108493995322e+00,2.125917566195483221e+00
-2.972842995284121215e-01,-1.047134016876123175e+00,2.118205855868281695e+00
-2.959083470957629136e-01,-1.033150066744884743e+00,2.090954585220301976e+00
-2.939037568547518409e-01,-1.025625077759883874e+00,2.080334189937942391e+00
-3.631675413170617484e-01,-1.452843261023752941e+00,3.119745031368305721e+00
-3.002974859968434163e-01,-1.029077745369441743e+00,2.093468282922627210e+00
-3.057363576262028260e-01,-1.025098037074070101e+00,2.089131154836873172e+00
-3.053520743599618670e-01,-1.011011339662974073e+00,2.064122111684351779e+00
-3.112377529234379159e-01,-1.020459240534198564e+00,2.084198867304540848e+00
-3.099957916072901276e-01,-1.011047418059246361e+00,2.067607691708443163e+00
-3.166662497146489619e-01,-1.022625674175081212e+00,2.088948709150908467e+00
-3.162143712520164018e-01,-1.010196028071343344e+00,2.066157715828444097e+00
-3.179584348803243810e-01,-1.007040994217651031e+00,2.064538599649124340e+00
-3.109018059348983565e-01,-9.779465828177240638e-01,2.012172187106329169e+00
-3.228445863034876684e-01,-9.940055849552023037e-01,2.047983928321462255e+00
-3.253879365805131818e-01,-9.924124503964510957e-01,2.042771698498992095e+00
-3.338078209316785450e-01,-1.008301560311940293e+00,2.076125735780820492e+00
-3.260743488916965638e-01,-9.890243682479892273e-01,2.044338047192754360e+00
-3.285030433423443141e-01,-9.902776337754414238e-01,2.045120642817482626e+00
-3.317020505897627092e-01,-9.908189316496023302e-01,2.046838850967032553e+00
-3.283129437919799498e-01,-9.776745517524842999e-01,2.022953982057989375e+00
-3.309462597554207464e-01,-9.717962427189499319e-01,2.011868131681505911e+00
-3.304174177851791905e-01,-9.651332346077284852e-01,1.999439405748122622e+00
-3.368137748784382213e-01,-9.787450158631821884e-01,2.027647646684680893e+00
-3.333894493668072556e-01,-9.645812544052255744e-01,1.998804559946126380e+00
-3.388725103082549373e-01,-9.760490436432210926e-01,2.021886525434151594e+00
-3.445176469538057118e-01,-9.871927177827071187e-01,2.038497444243289269e+00
-3.382728842141706771e-01,-9.743594984337956566e-01,2.014841334578624021e+00
-3.485859170150452657e-01,-9.930799552530336083e-01,2.050652758321522384e+00
-3.450718306373617983e-01,-9.844406677919027571e-01,2.027640682093422964e+00
-3.531572821808105500e-01,-9.973810918778702739e-01,2.048390981521108323e+00
-3.461479466457974552e-01,-9.834156369185332869e-01,2.023377478842911970e+00
-3.445669615544100783e-01,-9.717775800813375220e-01,1.999759282401903260e+00
-3.473921396514157434e-01,-9.769538429472464092e-01,2.013636510553971970e+00
-3.446915810893425025e-01,-9.708984748753609617e-01,1.999335146408324659e+00
-3.455391927582714406e-01,-9.743464926118752256e-01,2.000292564670761664e+00
-3.467189953209945386e-01,-9.784969518803444677e-01,2.012035199431926102e+00
-3.410280877926725185e-01,-9.685891834837406789e-01,1.986395597034994909e+00
-3.444967629376921581e-01,-9.798678773799343045e-01,2.008124448333524992e+00
-3.452685246679637610e-01,-9.854543681655062448e-01,2.017243585886994151e+00
-3.385750362727140694e-01,-9.769542885399906673e-01,1.996269376339621981e+00
-3.469221568719668691e-01,-9.952249295353510217e-01,2.032797877651585150e+00
-3.407070186246593524e-01,-9.918358200071751840e-01,2.022829123902607940e+00
-3.442103103090520255e-01,-9.939981768685866026e-01,2.028773144543646101e+00
-3.421083120574553993e-01,-9.911245841423204084e-01,2.022428025316367339e+00
-3.356111108560411727e-01,-9.808070845887386646e-01,2.000701141440290431e+00
-3.366919739348011587e-01,-9.880712886751504831e-01,2.011988248482057262e+00
-3.372531848205295724e-01,-9.961200617330641105e-01,2.027130385914073241e+00
-3.352931165454280937e-01,-9.981439991050911065e-01,2.029723908775723729e+00
-3.294264086662163082e-01,-9.954954237489931357e-01,2.019901252509938683e+00
-3.278984794743599607e-01,-1.004193887230116378e+00,2.034563445892839439e+00
-3.327117239218981282e-01,-1.016605995590923017e+00,2.054025274301936488e+00
-3.247882650086908463e-01,-9.992544270359366987e-01,2.020610257726572545e+00
-3.222514288827425522e-01,-1.012604253072350691e+00,2.039580914409186096e+00
-3.182586124839946184e-01,-1.005668718202399559e+00,2.031173020664961193e+00
-3.151265232827209495e-01,-1.011703845517354816e+00,2.040133687623550074e+00
-3.133414233884832534e-01,-1.019418083896528993e+00,2.046441130567953515e+00
-3.042790397514679168e-01,-1.005307671531979086e+00,2.020387332919611367e+00
-3.052698899388158749e-01,-1.013745082204987824e+00,2.034823059824322655e+00
-3.067357486751021711e-01,-1.032108244715293388e+00,2.062561099335202375e+00
-3.002584037815240192e-01,-1.025544328390659565e+00,2.050149387186174010e+00
-2.928510448195421056e-01,-1.010634536322144283e+00,2.018123460343820508e+00
-2.921039511810751277e-01,-1.024075927634733096e+00,2.035343766855289616e+00
-2.864034825336762569e-01,-1.024585546957264670e+00,2.032899191271526185e+00
-2.913536830428398172e-01,-1.031417905990994699e+00,2.039561739311428479e+00
-2.903415391358540321e-01,-1.045491030151348033e+00,2.065524207279759938e+00
-2.860643872149887246e-01,-1.046589783680583086e+00,2.062368241982134975e+00
-2.756249452446344339e-01,-1.035558580871807965e+00,2.035665922470459410e+00
-2.739581076407732185e-01,-1.033096111512929571e+00,2.028779524979957838e+00
-2.749043358768207268e-01,-1.056589241643995924e+00,2.065054473006901592e+00
-2.661438081569920122e-01,-1.050058896001912601e+00,2.046507170296033351e+00
-2.757842955326877954e-01,-1.077968937621126333e+00,2.093432202661105634e+00
-2.673332197451259717e-01,-1.086337807175125736e+00,2.101846461324448967e+00
-2.654530206654042157e-01,-1.088228891497426964e+00,2.098010146643547458e+00
-2.552734020832689854e-01,-1.076151057997749572e+00,2.075702538835496380e+00
-2.506456456873514815e-01,-1.085964089395393017e+00,2.085872229989347737e+00
-2.472231592944248435e-01,-1.091828207756283531e+00,2.087488060235972220e+00
-2.373740631540078860e-01,-1.076351026779054365e+00,2.055310916236233076e+00
-2.408071761661604304e-01,-1.104479734833591964e+00,2.095512114694914718e+00
-2.342231369356490844e-01,-1.103599146546596410e+00,2.090025053886674034e+00
-2.299269666657044187e-01,-1.099544978325015965e+00,2.077214844951745576e+00
-2.264127596738637338e-01,-1.120467250519519897e+00,2.107305798158695787e+00
-2.190769479958061816e-01,-1.120650188425996507e+00,2.095177945592369362e+00
-2.153517553057422429e-01,-1.129565616356912550e+00,2.105904336946130773e+00
-2.150608536702701412e-01,-1.143586857748524643e+00,2.126578289052694526e+00
-2.124240640817440240e-01,-1.144815724567965098e+00,2.116804241424566690e+00
-2.176926448627697075e-01,-1.618710551512146045e+00,3.132136536813110439e+00
-2.029181973613522205e-01,-1.155126134377493230e+00,2.125117729854550497e+00
-1.955694133636198540e-01,-1.140154373376895069e+00,2.093812617427335709e+00
-1.957430362472548369e-01,-1.166626834040867422e+00,2.132375502386326449e+00
-1.921175562559728212e-01,-1.165334900268147011e+00,2.123953854387263807e+00
-1.880179773177622082e-01,-1.167840612487363261e+00,2.119516279692435834e+00
-1.825316020015824992e-01,-1.173591511857547953e+00,2.123141639783356460e+00
-1.813246784383447940e-01,-1.175643899646450219e+00,2.121400410813821136e+00
-1.741332854079965242e-01,-1.180777586392392831e+00,2.126117311260112608e+00
-1.724923566525152219e-01,-1.194083204024485978e+00,2.141252471112799594e+00
-1.741532824070912699e-01,-1.213420090337913315e+00,2.171715709400518168e+00
